CustomerID,SurveyYear,SurveyQuarter,SurveyDate,ResponseDate,RecommendationRate,CompanyRate,UserFrequency,QualityRate,PanelUsabilityRate,ReportCapability,SurveyID,SentimentScore,SentimentCategory,SentimentBucket
CRM-1500900,2022,3,2022-07-01,2022-09-09,10.0,5.0,Once a Week,5.0,4.0,I am able to report everything easily,549,0.34,Mixed positive,0 to 0.49
CRM-166450,2022,1,2022-01-01,2022-03-30,10.0,5.0,Once a Week,0.0,5.0,I need someone from Insider team to provide me the report from the panel,550,0.0,Neutral,0 to 0.49
CRM-166450,2022,2,2022-04-01,2022-05-24,10.0,5.0,Once a Week,5.0,5.0,I need someone from Insider team to provide me the report from the panel,551,0.0,Neutral,0 to 0.49
CRM-166450,2022,3,2022-07-01,2022-09-19,10.0,5.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,552,0.0,Neutral,0 to 0.49
CRM-166450,2022,1,2022-01-01,2022-03-28,9.0,5.0,Once a Week,5.0,5.0,I need someone from Insider team to provide me the report from the panel,553,0.0,Neutral,0 to 0.49
CRM-166450,2022,2,2022-04-01,2022-06-27,10.0,5.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,554,0.0,Neutral,0 to 0.49
CRM-166450,2022,3,2022-07-01,2022-09-21,10.0,5.0,Once a Week,5.0,5.0,I need someone from Insider team to provide me the report from the panel,555,0.0,Neutral,0 to 0.49
CRM-1516700,2022,3,2022-07-01,2022-09-30,8.0,4.0,Once a Week,5.0,4.0,I am able to report everything easily,556,0.34,Mixed positive,0 to 0.49
CRM-1484950,2022,3,2022-07-01,2022-09-08,8.0,4.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,557,0.0,Neutral,0 to 0.49
CRM-1484950,2022,1,2022-01-01,2022-03-21,9.0,4.0,Once a Week,5.0,3.0,I need someone from Insider team to provide me the report from the panel,558,0.0,Neutral,0 to 0.49
CRM-1461000,2022,1,2022-01-01,2022-03-21,9.0,4.0,Once a Week,4.0,0.0,I tried but could not find everything I need,559,0.0,Neutral,0 to 0.49
CRM-1461000,2022,3,2022-07-01,2022-08-09,3.0,2.0,Once a Month,2.0,2.0,"I can pull all the numbers, but don't understand them",560,0.0,Neutral,0 to 0.49
CRM-1461800,2022,2,2022-04-01,2022-04-20,8.0,5.0,Once a Week,5.0,5.0,I am able to report everything easily,561,0.34,Mixed positive,0 to 0.49
CRM-1468700,2022,2,2022-04-01,2022-04-04,7.0,4.0,Once a Week,4.0,3.0,I don't use it often,562,0.0,Neutral,0 to 0.49
CRM-1468700,2022,2,2022-04-01,2022-04-26,7.0,4.0,Once a Week,4.0,3.0,I am able to report everything easily,563,0.34,Mixed positive,0 to 0.49
CRM-1468700,2022,3,2022-07-01,2022-07-05,7.0,4.0,Once a Week,4.0,4.0,I am able to report everything easily,564,0.34,Mixed positive,0 to 0.49
CRM-1468700,2022,3,2022-07-01,2022-08-05,7.0,4.0,Once a Week,4.0,4.0,I tried but could not find everything I need,565,0.0,Neutral,0 to 0.49
CRM-1468700,2022,3,2022-07-01,2022-09-20,7.0,4.0,Once a Week,4.0,4.0,I tried but could not find everything I need,566,0.0,Neutral,0 to 0.49
CRM-1468700,2022,3,2022-07-01,2022-07-14,7.0,3.0,Once a Week,4.0,4.0,I don't use it often,567,0.0,Neutral,0 to 0.49
CRM-532950,2022,1,2022-01-01,2022-02-01,10.0,5.0,Once a Week,5.0,5.0,I am able to report everything easily,568,0.34,Mixed positive,0 to 0.49
CRM-532950,2022,3,2022-07-01,2022-09-13,10.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,569,0.34,Mixed positive,0 to 0.49
CRM-596350,2022,1,2022-01-01,2022-02-01,10.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,570,0.34,Mixed positive,0 to 0.49
CRM-596350,2022,1,2022-01-01,2022-03-21,10.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,571,0.34,Mixed positive,0 to 0.49
CRM-596350,2022,2,2022-04-01,2022-06-23,10.0,5.0,Once a Day,4.0,4.0,I am able to report everything easily,572,0.34,Mixed positive,0 to 0.49
CRM-879300,2022,2,2022-04-01,2022-05-18,9.0,4.0,Once a Day,4.0,4.0,I tried but could not find everything I need,573,0.0,Neutral,0 to 0.49
CRM-879300,2022,3,2022-07-01,2022-07-05,9.0,5.0,Once a Day,4.0,5.0,"I can pull all the numbers, but don't understand them",574,0.0,Neutral,0 to 0.49
CRM-879300,2022,2,2022-04-01,2022-05-31,10.0,5.0,Once a Month,5.0,4.0,I need someone from Insider team to provide me the report from the panel,575,0.0,Neutral,0 to 0.49
CRM-879300,2022,3,2022-07-01,2022-09-12,9.0,4.0,Once a Month,4.0,3.0,I need someone from Insider team to provide me the report from the panel,576,0.0,Neutral,0 to 0.49
CRM-561550,2022,1,2022-01-01,2022-03-30,10.0,3.0,Once a Day,3.0,3.0,I tried but could not find everything I need,577,0.0,Neutral,0 to 0.49
CRM-561550,2022,2,2022-04-01,2022-05-17,8.0,4.0,Once a Day,4.0,4.0,I need someone from Insider team to provide me the report from the panel,578,0.0,Neutral,0 to 0.49
CRM-561550,2022,3,2022-07-01,2022-09-14,8.0,4.0,Once a Day,4.0,4.0,I need someone from Insider team to provide me the report from the panel,579,0.0,Neutral,0 to 0.49
CRM-561550,2022,2,2022-04-01,2022-06-30,10.0,4.0,Once a Day,5.0,4.0,I need someone from Insider team to provide me the report from the panel,580,0.0,Neutral,0 to 0.49
CRM-561550,2022,3,2022-07-01,2022-07-05,10.0,4.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,581,0.0,Neutral,0 to 0.49
CRM-615050,2022,3,2022-07-01,2022-09-09,10.0,5.0,Once a Week,5.0,5.0,I need someone from Insider team to provide me the report from the panel,582,0.0,Neutral,0 to 0.49
CRM-782950,2022,2,2022-04-01,2022-06-22,8.0,3.0,Once a Month,4.0,4.0,"I can pull all the numbers, but don't understand them",583,0.0,Neutral,0 to 0.49
CRM-155950,2022,1,2022-01-01,2022-03-28,8.0,5.0,Once a Day,5.0,5.0,"I can pull all the numbers, but don't understand them",584,0.0,Neutral,0 to 0.49
CRM-155950,2022,1,2022-01-01,2022-03-28,10.0,5.0,Once a Week,5.0,5.0,I need someone from Insider team to provide me the report from the panel,585,0.0,Neutral,0 to 0.49
CRM-155950,2022,3,2022-07-01,2022-09-27,10.0,5.0,Once a Day,5.0,5.0,I tried but could not find everything I need,586,0.0,Neutral,0 to 0.49
CRM-156000,2022,3,2022-07-01,2022-09-21,9.0,5.0,Once a Day,5.0,4.0,I need someone from Insider team to provide me the report from the panel,587,0.0,Neutral,0 to 0.49
CRM-424350,2022,2,2022-04-01,2022-06-10,8.0,5.0,Once a Month,5.0,5.0,I don't use it often,588,0.0,Neutral,0 to 0.49
CRM-424550,2022,2,2022-04-01,2022-06-10,5.0,4.0,Once a Month,3.0,4.0,I don't use it often,589,0.0,Neutral,0 to 0.49
CRM-547450,2022,2,2022-04-01,2022-06-17,9.0,4.0,Once a Week,4.0,4.0,I don't use it often,590,0.0,Neutral,0 to 0.49
CRM-547500,2022,1,2022-01-01,2022-03-21,9.0,4.0,Once a Week,4.0,4.0,I am able to report everything easily,591,0.34,Mixed positive,0 to 0.49
CRM-547500,2022,1,2022-01-01,2022-03-31,6.0,3.0,Once a Day,3.0,3.0,I tried but could not find everything I need,592,0.0,Neutral,0 to 0.49
CRM-1447200,2022,3,2022-07-01,2022-09-27,10.0,5.0,Once a Month,5.0,5.0,I am able to report everything easily,593,0.34,Mixed positive,0 to 0.49
CRM-1447200,2022,2,2022-04-01,2022-06-10,9.0,4.0,Once a Month,4.0,4.0,I am able to report everything easily,594,0.34,Mixed positive,0 to 0.49
CRM-1447200,2022,3,2022-07-01,2022-09-27,10.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,595,0.34,Mixed positive,0 to 0.49
CRM-1447200,2022,1,2022-01-01,2022-03-21,9.0,5.0,Once a Week,5.0,3.0,I need someone from Insider team to provide me the report from the panel,596,0.0,Neutral,0 to 0.49
CRM-513800,2022,2,2022-04-01,2022-06-15,10.0,5.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,597,0.0,Neutral,0 to 0.49
CRM-349000,2022,1,2022-01-01,2022-02-01,9.0,5.0,Once a Month,4.0,4.0,I tried but could not find everything I need,598,0.0,Neutral,0 to 0.49
CRM-349000,2022,1,2022-01-01,2022-03-21,9.0,5.0,Once a Month,4.0,4.0,I tried but could not find everything I need,599,0.0,Neutral,0 to 0.49
CRM-349000,2022,1,2022-01-01,2022-03-21,10.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,600,0.34,Mixed positive,0 to 0.49
CRM-349050,2022,2,2022-04-01,2022-06-20,8.0,4.0,Once a Week,4.0,4.0,"I can pull all the numbers, but don't understand them",601,0.0,Neutral,0 to 0.49
CRM-1091300,2022,2,2022-04-01,2022-06-10,9.0,4.0,Once a Month,4.0,4.0,I tried but could not find everything I need,602,0.0,Neutral,0 to 0.49
CRM-1091300,2022,2,2022-04-01,2022-06-10,9.0,5.0,Once a Week,4.0,3.0,I am able to report everything easily,603,0.34,Mixed positive,0 to 0.49
CRM-1091300,2022,3,2022-07-01,2022-09-26,9.0,5.0,Once a Day,4.0,4.0,I am able to report everything easily,604,0.34,Mixed positive,0 to 0.49
CRM-1091300,2022,1,2022-01-01,2022-03-31,9.0,5.0,Once a Day,5.0,5.0,I don't use it often,605,0.0,Neutral,0 to 0.49
CRM-1091300,2022,3,2022-07-01,2022-09-22,9.0,5.0,Once a Day,4.0,5.0,I am able to report everything easily,606,0.34,Mixed positive,0 to 0.49
CRM-908900,2022,2,2022-04-01,2022-06-10,10.0,5.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,607,0.0,Neutral,0 to 0.49
CRM-417150,2022,1,2022-01-01,2022-03-21,9.0,4.0,Once a Week,4.0,4.0,I don't use it often,608,0.0,Neutral,0 to 0.49
CRM-417200,2022,2,2022-04-01,2022-06-10,9.0,5.0,Once a Week,5.0,5.0,I am able to report everything easily,609,0.34,Mixed positive,0 to 0.49
CRM-424300,2022,3,2022-07-01,2022-09-22,8.0,4.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,610,0.0,Neutral,0 to 0.49
CRM-424400,2022,2,2022-04-01,2022-06-16,6.0,3.0,Once a Week,4.0,2.0,I don't use it often,611,0.0,Neutral,0 to 0.49
CRM-424400,2022,2,2022-04-01,2022-06-10,5.0,4.0,Once a Month,3.0,4.0,I don't use it often,612,0.0,Neutral,0 to 0.49
CRM-424400,2022,2,2022-04-01,2022-06-10,8.0,5.0,Once a Month,5.0,5.0,I don't use it often,613,0.0,Neutral,0 to 0.49
CRM-424400,2022,3,2022-07-01,2022-09-26,8.0,4.0,Once a Month,4.0,4.0,I need someone from Insider team to provide me the report from the panel,614,0.0,Neutral,0 to 0.49
CRM-424450,2022,1,2022-01-01,2022-03-21,6.0,4.0,Once a Month,4.0,4.0,I don't use it often,615,0.0,Neutral,0 to 0.49
CRM-424450,2022,1,2022-01-01,2022-03-21,7.0,4.0,Once a Month,4.0,3.0,I need someone from Insider team to provide me the report from the panel,616,0.0,Neutral,0 to 0.49
CRM-1485750,2022,2,2022-04-01,2022-06-21,10.0,5.0,Once a Month,5.0,4.0,I don't use it often,617,0.0,Neutral,0 to 0.49
CRM-1485850,2022,2,2022-04-01,2022-06-21,9.0,5.0,Once a Month,4.0,4.0,I need someone from Insider team to provide me the report from the panel,618,0.0,Neutral,0 to 0.49
CRM-1440050,2022,3,2022-07-01,2022-09-29,9.0,4.0,Once a Day,3.0,4.0,I am able to report everything easily,619,0.34,Mixed positive,0 to 0.49
CRM-1440050,2022,1,2022-01-01,2022-03-31,9.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,620,0.34,Mixed positive,0 to 0.49
CRM-1440050,2022,3,2022-07-01,2022-09-12,8.0,5.0,Once a Day,4.0,4.0,I am able to report everything easily,621,0.34,Mixed positive,0 to 0.49
CRM-1440050,2022,2,2022-04-01,2022-06-27,9.0,4.0,Once a Week,4.0,3.0,I am able to report everything easily,622,0.34,Mixed positive,0 to 0.49
CRM-739100,2022,1,2022-01-01,2022-03-01,10.0,5.0,Once a Week,5.0,5.0,I am able to report everything easily,623,0.34,Mixed positive,0 to 0.49
CRM-305050,2022,1,2022-01-01,2022-03-31,8.0,5.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,624,0.0,Neutral,0 to 0.49
CRM-305050,2022,3,2022-07-01,2022-09-30,8.0,5.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,625,0.0,Neutral,0 to 0.49
CRM-305050,2022,2,2022-04-01,2022-06-23,8.0,4.0,Once a Week,4.0,5.0,I am able to report everything easily,626,0.34,Mixed positive,0 to 0.49
CRM-305050,2022,2,2022-04-01,2022-04-19,7.0,3.0,Once a Month,4.0,4.0,I need someone from Insider team to provide me the report from the panel,627,0.0,Neutral,0 to 0.49
CRM-305050,2022,2,2022-04-01,2022-06-26,6.0,3.0,Once a Month,3.0,3.0,I tried but could not find everything I need,628,0.0,Neutral,0 to 0.49
CRM-1509800,2022,2,2022-04-01,2022-05-20,10.0,5.0,Once a Month,5.0,5.0,I need someone from Insider team to provide me the report from the panel,629,0.0,Neutral,0 to 0.49
CRM-1509800,2022,1,2022-01-01,2022-02-01,9.0,5.0,Once a Month,5.0,0.0,I am able to report everything easily,630,0.34,Mixed positive,0 to 0.49
CRM-1489950,2022,1,2022-01-01,2022-03-21,7.0,3.0,Once a Week,3.0,3.0,I tried but could not find everything I need,631,0.0,Neutral,0 to 0.49
CRM-1489950,2022,1,2022-01-01,2022-03-01,5.0,3.0,Once a Week,3.0,2.0,"I can pull all the numbers, but don't understand them",632,0.0,Neutral,0 to 0.49
CRM-1489950,2022,1,2022-01-01,2022-03-21,5.0,3.0,Once a Week,3.0,2.0,"I can pull all the numbers, but don't understand them",633,0.0,Neutral,0 to 0.49
CRM-1489950,2022,2,2022-04-01,2022-05-02,5.0,3.0,Once a Week,3.0,2.0,I tried but could not find everything I need,634,0.0,Neutral,0 to 0.49
CRM-182200,2022,2,2022-04-01,2022-06-29,9.0,4.0,Once a Month,5.0,4.0,I need someone from Insider team to provide me the report from the panel,635,0.0,Neutral,0 to 0.49
CRM-182200,2022,3,2022-07-01,2022-09-27,10.0,5.0,Once a Month,5.0,5.0,I need someone from Insider team to provide me the report from the panel,636,0.0,Neutral,0 to 0.49
CRM-182200,2022,3,2022-07-01,2022-09-06,9.0,5.0,Once a Week,5.0,4.0,I need someone from Insider team to provide me the report from the panel,637,0.0,Neutral,0 to 0.49
CRM-182200,2022,1,2022-01-01,2022-02-01,10.0,5.0,Once a Day,5.0,5.0,I don't use it often,638,0.0,Neutral,0 to 0.49
CRM-387600,2022,1,2022-01-01,2022-03-01,9.0,4.0,Once a Month,4.0,4.0,"I can pull all the numbers, but don't understand them",639,0.0,Neutral,0 to 0.49
CRM-387600,2022,2,2022-04-01,2022-06-07,8.0,3.0,Once a Month,4.0,4.0,I don't use it often,640,0.0,Neutral,0 to 0.49
CRM-387600,2022,1,2022-01-01,2022-02-01,9.0,5.0,Once a Day,5.0,4.0,I tried but could not find everything I need,641,0.0,Neutral,0 to 0.49
CRM-387600,2022,2,2022-04-01,2022-05-20,8.0,3.0,Once a Week,4.0,4.0,I am able to report everything easily,642,0.34,Mixed positive,0 to 0.49
CRM-387600,2022,3,2022-07-01,2022-09-05,7.0,3.0,Once a Day,4.0,4.0,I tried but could not find everything I need,643,0.0,Neutral,0 to 0.49
CRM-1454650,2022,1,2022-01-01,2022-03-01,9.0,4.0,Once a Week,4.0,3.0,I tried but could not find everything I need,644,0.0,Neutral,0 to 0.49
CRM-1454650,2022,1,2022-01-01,2022-03-21,9.0,4.0,Once a Week,4.0,3.0,I tried but could not find everything I need,645,0.0,Neutral,0 to 0.49
CRM-1454650,2022,2,2022-04-01,2022-04-19,9.0,5.0,Once a Week,4.0,3.0,I don't use it often,646,0.0,Neutral,0 to 0.49
CRM-1454650,2022,2,2022-04-01,2022-06-23,9.0,5.0,Once a Week,4.0,4.0,I don't use it often,647,0.0,Neutral,0 to 0.49
CRM-1454650,2022,3,2022-07-01,2022-09-25,8.0,4.0,Once a Week,5.0,5.0,I am able to report everything easily,648,0.34,Mixed positive,0 to 0.49
CRM-1465950,2022,1,2022-01-01,2022-03-01,9.0,4.0,Once a Month,4.0,4.0,I am able to report everything easily,649,0.34,Mixed positive,0 to 0.49
CRM-1465950,2022,1,2022-01-01,2022-03-21,9.0,4.0,Once a Month,4.0,4.0,I am able to report everything easily,650,0.34,Mixed positive,0 to 0.49
CRM-1465950,2022,2,2022-04-01,2022-05-30,9.0,4.0,Once a Month,4.0,4.0,I don't use it often,651,0.0,Neutral,0 to 0.49
CRM-1465950,2022,3,2022-07-01,2022-08-16,9.0,4.0,Once a Month,4.0,4.0,I am able to report everything easily,652,0.34,Mixed positive,0 to 0.49
CRM-1465950,2022,2,2022-04-01,2022-06-13,5.0,3.0,Once a Week,3.0,3.0,I don't use it often,653,0.0,Neutral,0 to 0.49
CRM-1465950,2022,3,2022-07-01,2022-08-05,9.0,5.0,Once a Week,5.0,5.0,I don't use it often,654,0.0,Neutral,0 to 0.49
CRM-1456450,2022,1,2022-01-01,2022-02-01,8.0,4.0,Once a Day,4.0,4.0,I tried but could not find everything I need,655,0.0,Neutral,0 to 0.49
CRM-1456450,2022,2,2022-04-01,2022-06-16,10.0,4.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,656,0.0,Neutral,0 to 0.49
CRM-1456450,2022,1,2022-01-01,2022-03-01,9.0,4.0,Once a Week,5.0,4.0,I am able to report everything easily,657,0.34,Mixed positive,0 to 0.49
CRM-439300,2022,3,2022-07-01,2022-08-31,6.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,658,0.34,Mixed positive,0 to 0.49
CRM-439300,2022,1,2022-01-01,2022-03-21,9.0,4.0,Once a Day,4.0,4.0,I don't use it often,659,0.0,Neutral,0 to 0.49
CRM-439300,2022,3,2022-07-01,2022-08-23,8.0,3.0,Once a Day,3.0,3.0,I don't use it often,660,0.0,Neutral,0 to 0.49
CRM-439300,2022,1,2022-01-01,2022-03-21,9.0,4.0,Once a Day,4.0,4.0,I don't use it often,661,0.0,Neutral,0 to 0.49
CRM-1507250,2022,3,2022-07-01,2022-09-02,9.0,4.0,Once a Week,4.0,3.0,I don't use it often,662,0.0,Neutral,0 to 0.49
CRM-1507250,2022,1,2022-01-01,2022-03-01,8.0,5.0,Once a Month,5.0,0.0,I am able to report everything easily,663,0.34,Mixed positive,0 to 0.49
CRM-1485050,2022,3,2022-07-01,2022-08-10,5.0,2.0,Once a Week,2.0,2.0,"I can pull all the numbers, but don't understand them",664,0.0,Neutral,0 to 0.49
CRM-1485050,2022,1,2022-01-01,2022-03-01,10.0,5.0,Once a Day,4.0,5.0,I need someone from Insider team to provide me the report from the panel,665,0.0,Neutral,0 to 0.49
CRM-1485050,2022,1,2022-01-01,2022-03-21,10.0,5.0,Once a Day,4.0,5.0,I need someone from Insider team to provide me the report from the panel,666,0.0,Neutral,0 to 0.49
CRM-1485050,2022,3,2022-07-01,2022-09-12,8.0,3.0,Once a Week,3.0,5.0,I am able to report everything easily,667,0.34,Mixed positive,0 to 0.49
CRM-161800,2022,2,2022-04-01,2022-06-30,5.0,3.0,Once a Day,3.0,4.0,"I can pull all the numbers, but don't understand them",668,0.0,Neutral,0 to 0.49
CRM-1522100,2022,3,2022-07-01,2022-08-09,10.0,4.0,Once a Week,4.0,4.0,I tried but could not find everything I need,669,0.0,Neutral,0 to 0.49
CRM-1468750,2022,3,2022-07-01,2022-08-30,7.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,670,0.34,Mixed positive,0 to 0.49
CRM-1285150,2022,2,2022-04-01,2022-06-29,10.0,5.0,Once a Day,4.0,5.0,I am able to report everything easily,671,0.34,Mixed positive,0 to 0.49
CRM-1285150,2022,3,2022-07-01,2022-09-30,7.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,672,0.34,Mixed positive,0 to 0.49
CRM-1285150,2022,3,2022-07-01,2022-08-31,7.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,673,0.34,Mixed positive,0 to 0.49
CRM-1434650,2022,2,2022-04-01,2022-06-01,10.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,674,0.34,Mixed positive,0 to 0.49
CRM-1434650,2022,3,2022-07-01,2022-09-22,8.0,5.0,Once a Week,4.0,5.0,I am able to report everything easily,675,0.34,Mixed positive,0 to 0.49
CRM-1495950,2022,3,2022-07-01,2022-09-13,10.0,5.0,Once a Week,5.0,4.0,I am able to report everything easily,676,0.34,Mixed positive,0 to 0.49
CRM-775950,2022,2,2022-04-01,2022-06-22,9.0,4.0,Once a Week,4.0,4.0,I don't use it often,677,0.0,Neutral,0 to 0.49
CRM-775950,2022,1,2022-01-01,2022-03-01,8.0,4.0,Once a Week,4.0,0.0,I am able to report everything easily,678,0.34,Mixed positive,0 to 0.49
CRM-775950,2022,1,2022-01-01,2022-03-21,8.0,4.0,Once a Week,4.0,0.0,I am able to report everything easily,679,0.34,Mixed positive,0 to 0.49
CRM-775950,2022,2,2022-04-01,2022-06-22,9.0,4.0,No response,4.0,5.0,I am able to report everything easily,680,0.34,Mixed positive,0 to 0.49
CRM-788700,2022,3,2022-07-01,2022-08-17,9.0,5.0,Once a Day,5.0,5.0,"I can pull all the numbers, but don't understand them",681,0.0,Neutral,0 to 0.49
CRM-1442050,2022,1,2022-01-01,2022-02-01,6.0,4.0,Once a Week,3.0,3.0,I don't use it often,682,0.0,Neutral,0 to 0.49
CRM-1487800,2022,1,2022-01-01,2022-03-01,10.0,5.0,Once a Week,5.0,5.0,I need someone from Insider team to provide me the report from the panel,683,0.0,Neutral,0 to 0.49
CRM-1487800,2022,1,2022-01-01,2022-03-21,10.0,5.0,Once a Week,5.0,5.0,I need someone from Insider team to provide me the report from the panel,684,0.0,Neutral,0 to 0.49
CRM-1487800,2022,3,2022-07-01,2022-08-15,8.0,4.0,Once a Week,3.0,3.0,"I can pull all the numbers, but don't understand them",685,0.0,Neutral,0 to 0.49
CRM-1487800,2022,2,2022-04-01,2022-06-22,7.0,4.0,Once a Week,4.0,4.0,I am able to report everything easily,686,0.34,Mixed positive,0 to 0.49
CRM-1487800,2022,3,2022-07-01,2022-08-25,8.0,4.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,687,0.0,Neutral,0 to 0.49
CRM-1553850,2022,3,2022-07-01,2022-09-07,8.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,688,0.34,Mixed positive,0 to 0.49
CRM-1441000,2022,2,2022-04-01,2022-06-30,10.0,5.0,Once a Week,5.0,5.0,I don't use it often,689,0.0,Neutral,0 to 0.49
CRM-1441000,2022,3,2022-07-01,2022-09-05,0.0,1.0,Once a Month,1.0,4.0,"I can pull all the numbers, but don't understand them",690,0.0,Neutral,0 to 0.49
CRM-316250,2022,2,2022-04-01,2022-06-28,10.0,5.0,Once a Week,5.0,5.0,I am able to report everything easily,691,0.34,Mixed positive,0 to 0.49
CRM-316250,2022,3,2022-07-01,2022-09-12,9.0,4.0,Once a Day,5.0,4.0,I am able to report everything easily,692,0.34,Mixed positive,0 to 0.49
CRM-316250,2022,3,2022-07-01,2022-08-23,10.0,5.0,Once a Day,5.0,4.0,I tried but could not find everything I need,693,0.0,Neutral,0 to 0.49
CRM-316250,2022,1,2022-01-01,2022-03-01,10.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,694,0.34,Mixed positive,0 to 0.49
CRM-316250,2022,1,2022-01-01,2022-03-21,10.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,695,0.34,Mixed positive,0 to 0.49
CRM-316250,2022,2,2022-04-01,2022-06-27,10.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,696,0.34,Mixed positive,0 to 0.49
CRM-414650,2022,1,2022-01-01,2022-03-01,9.0,4.0,Once a Month,5.0,4.0,I tried but could not find everything I need,697,0.0,Neutral,0 to 0.49
CRM-414650,2022,1,2022-01-01,2022-03-21,9.0,4.0,Once a Month,5.0,4.0,I tried but could not find everything I need,698,0.0,Neutral,0 to 0.49
CRM-414650,2022,2,2022-04-01,2022-06-02,9.0,4.0,Once a Month,5.0,4.0,I am able to report everything easily,699,0.34,Mixed positive,0 to 0.49
CRM-414650,2022,1,2022-01-01,2022-03-21,9.0,4.0,Once a Week,4.0,4.0,I am able to report everything easily,700,0.34,Mixed positive,0 to 0.49
CRM-414650,2022,2,2022-04-01,2022-05-17,9.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,701,0.34,Mixed positive,0 to 0.49
CRM-414650,2022,3,2022-07-01,2022-08-30,8.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,702,0.34,Mixed positive,0 to 0.49
CRM-796050,2022,1,2022-01-01,2022-03-21,8.0,4.0,Once a Week,4.0,4.0,I am able to report everything easily,703,0.34,Mixed positive,0 to 0.49
CRM-796050,2022,2,2022-04-01,2022-04-21,7.0,4.0,Once a Week,4.0,3.0,I tried but could not find everything I need,704,0.0,Neutral,0 to 0.49
CRM-796050,2022,3,2022-07-01,2022-09-27,8.0,5.0,Once a Week,4.0,4.0,I tried but could not find everything I need,705,0.0,Neutral,0 to 0.49
CRM-205900,2022,2,2022-04-01,2022-05-10,10.0,5.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,706,0.0,Neutral,0 to 0.49
CRM-205900,2022,3,2022-07-01,2022-09-26,8.0,4.0,Once a Month,3.0,4.0,I tried but could not find everything I need,707,0.0,Neutral,0 to 0.49
CRM-205900,2022,3,2022-07-01,2022-09-26,7.0,3.0,Once a Week,3.0,4.0,I need someone from Insider team to provide me the report from the panel,708,0.0,Neutral,0 to 0.49
CRM-205900,2022,1,2022-01-01,2022-03-21,8.0,4.0,Once a Day,4.0,3.0,I need someone from Insider team to provide me the report from the panel,709,0.0,Neutral,0 to 0.49
CRM-205900,2022,1,2022-01-01,2022-03-21,8.0,4.0,Once a Week,4.0,5.0,I don't use it often,710,0.0,Neutral,0 to 0.49
CRM-185300,2022,1,2022-01-01,2022-03-01,5.0,3.0,Once a Day,4.0,4.0,I tried but could not find everything I need,711,0.0,Neutral,0 to 0.49
CRM-185300,2022,1,2022-01-01,2022-03-21,5.0,3.0,Once a Day,4.0,4.0,I tried but could not find everything I need,712,0.0,Neutral,0 to 0.49
CRM-185300,2022,2,2022-04-01,2022-05-26,10.0,5.0,Once a Week,5.0,5.0,I tried but could not find everything I need,713,0.0,Neutral,0 to 0.49
CRM-185300,2022,1,2022-01-01,2022-03-01,10.0,5.0,Once a Week,5.0,5.0,I am able to report everything easily,714,0.34,Mixed positive,0 to 0.49
CRM-185300,2022,1,2022-01-01,2022-03-21,10.0,5.0,Once a Week,5.0,5.0,I am able to report everything easily,715,0.34,Mixed positive,0 to 0.49
CRM-185300,2022,2,2022-04-01,2022-06-03,8.0,3.0,Once a Month,4.0,4.0,I need someone from Insider team to provide me the report from the panel,716,0.0,Neutral,0 to 0.49
CRM-1510400,2022,3,2022-07-01,2022-09-22,9.0,4.0,Once a Week,5.0,5.0,I am able to report everything easily,717,0.34,Mixed positive,0 to 0.49
CRM-1510400,2022,3,2022-07-01,2022-09-22,10.0,5.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,718,0.0,Neutral,0 to 0.49
CRM-1510400,2022,3,2022-07-01,2022-08-23,10.0,5.0,Once a Day,5.0,4.0,I need someone from Insider team to provide me the report from the panel,719,0.0,Neutral,0 to 0.49
